"customer_id","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome"
"69","telephone","may","mon","158","2","999","0","nonexistent"
"70","telephone","may","mon","177","1","999","0","nonexistent"
"71","telephone","may","mon","200","1","999","0","nonexistent"
"72","telephone","may","mon","172","1","999","0","nonexistent"
"73","telephone","may","mon","176","1","999","0","nonexistent"
"74","telephone","may","mon","211","1","999","0","nonexistent"
"75","telephone","may","mon","214","1","999","0","nonexistent"
"76","telephone","may","mon","1575","1","999","0","nonexistent"
"77","telephone","may","mon","349","1","999","0","nonexistent"
"78","telephone","may","mon","337","2","999","0","nonexistent"
"79","telephone","may","mon","272","1","999","0","nonexistent"
"80","telephone","may","mon","208","1","999","0","nonexistent"
"81","telephone","may","mon","193","1","999","0","nonexistent"
"82","telephone","may","mon","212","1","999","0","nonexistent"
"83","telephone","may","mon","165","2","999","0","nonexistent"
"84","telephone","may","mon","1042","1","999","0","nonexistent"
"85","telephone","may","mon","20","1","999","0","nonexistent"
"86","telephone","may","mon","246","1","999","0","nonexistent"
"87","telephone","may","mon","529","2","999","0","nonexistent"
"88","telephone","may","mon","192","1","999","0","nonexistent"
"89","telephone","may","mon","1467","1","999","0","nonexistent"
"90","telephone","may","mon","188","2","999","0","nonexistent"
"91","telephone","may","mon","180","2","999","0","nonexistent"
"92","telephone","may","mon","48","1","999","0","nonexistent"
"93","telephone","may","mon","213","2","999","0","nonexistent"
"94","telephone","may","mon","545","1","999","0","nonexistent"
"95","telephone","may","mon","583","1","999","0","nonexistent"
"96","telephone","may","mon","221","1","999","0","nonexistent"
"97","telephone","may","mon","426","1","999","0","nonexistent"
"98","telephone","may","mon","287","1","999","0","nonexistent"
"99","telephone","may","mon","197","1","999","0","nonexistent"
"100","telephone","may","mon","257","1","999","0","nonexistent"
"101","telephone","may","mon","229","1","999","0","nonexistent"
"102","telephone","may","mon","55","3","999","0","nonexistent"
"103","telephone","may","mon","400","1","999","0","nonexistent"
"104","telephone","may","mon","197","1","999","0","nonexistent"
"105","telephone","may","mon","190","1","999","0","nonexistent"
"106","telephone","may","mon","21","1","999","0","nonexistent"
"107","telephone","may","mon","300","2","999","0","nonexistent"
"108","telephone","may","mon","123","2","999","0","nonexistent"
"109","telephone","may","mon","293","1","999","0","nonexistent"
"110","telephone","may","mon","325","1","999","0","nonexistent"
"111","telephone","may","mon","514","1","999","0","nonexistent"
"112","telephone","may","mon","849","2","999","0","nonexistent"
"113","telephone","may","mon","194","1","999","0","nonexistent"
"114","telephone","may","mon","212","2","999","0","nonexistent"
"115","telephone","may","mon","337","2","999","0","nonexistent"
"116","telephone","may","mon","286","1","999","0","nonexistent"
"117","telephone","may","mon","247","2","999","0","nonexistent"
"118","telephone","may","mon","518","1","999","0","nonexistent"
"119","telephone","may","mon","364","1","999","0","nonexistent"
"120","telephone","may","mon","178","1","999","0","nonexistent"
"121","telephone","may","mon","98","1","999","0","nonexistent"
"122","telephone","may","mon","439","1","999","0","nonexistent"
"123","telephone","may","mon","139","1","999","0","nonexistent"
"124","telephone","may","mon","79","1","999","0","nonexistent"
"125","telephone","may","mon","175","1","999","0","nonexistent"
"126","telephone","may","mon","262","2","999","0","nonexistent"
"127","telephone","may","mon","61","1","999","0","nonexistent"
"128","telephone","may","mon","78","1","999","0","nonexistent"
"129","telephone","may","mon","102","2","999","0","nonexistent"
"130","telephone","may","mon","579","1","999","0","nonexistent"
"131","telephone","may","mon","143","1","999","0","nonexistent"
"132","telephone","may","mon","677","1","999","0","nonexistent"
"133","telephone","may","mon","267","1","999","0","nonexistent"
"134","telephone","may","mon","345","1","999","0","nonexistent"
"135","telephone","may","mon","185","1","999","0","nonexistent"
"136","telephone","may","mon","207","1","999","0","nonexistent"
"137","telephone","may","mon","69","2","999","0","nonexistent"
"138","telephone","may","mon","100","2","999","0","nonexistent"
"139","telephone","may","mon","125","2","999","0","nonexistent"
"140","telephone","may","mon","461","1","999","0","nonexistent"
"141","telephone","may","mon","240","1","999","0","nonexistent"
"142","telephone","may","mon","70","1","999","0","nonexistent"
"143","telephone","may","mon","193","1","999","0","nonexistent"
"144","telephone","may","mon","136","1","999","0","nonexistent"
"145","telephone","may","mon","73","1","999","0","nonexistent"
"146","telephone","may","mon","528","1","999","0","nonexistent"
"147","telephone","may","mon","541","1","999","0","nonexistent"
"148","telephone","may","mon","338","1","999","0","nonexistent"
"149","telephone","may","mon","163","1","999","0","nonexistent"
"150","telephone","may","mon","87","1","999","0","nonexistent"
"151","telephone","may","mon","301","1","999","0","nonexistent"
"152","telephone","may","mon","46","1","999","0","nonexistent"
"153","telephone","may","mon","52","1","999","0","nonexistent"
"154","telephone","may","mon","204","1","999","0","nonexistent"
"155","telephone","may","mon","155","1","999","0","nonexistent"
"156","telephone","may","mon","98","1","999","0","nonexistent"
"157","telephone","may","mon","71","1","999","0","nonexistent"
"158","telephone","may","mon","243","1","999","0","nonexistent"
"159","telephone","may","mon","186","2","999","0","nonexistent"
"160","telephone","may","mon","579","2","999","0","nonexistent"
"161","telephone","may","mon","165","2","999","0","nonexistent"
"162","telephone","may","mon","163","2","999","0","nonexistent"
"163","telephone","may","mon","46","1","999","0","nonexistent"
"164","telephone","may","mon","559","3","999","0","nonexistent"
"165","telephone","may","mon","2033","1","999","0","nonexistent"
"166","telephone","may","mon","85","1","999","0","nonexistent"
"167","telephone","may","mon","506","1","999","0","nonexistent"
"168","telephone","may","mon","114","2","999","0","nonexistent"
"169","telephone","may","mon","114","2","999","0","nonexistent"
"170","telephone","may","mon","843","2","999","0","nonexistent"
"171","telephone","may","mon","181","1","999","0","nonexistent"
"172","telephone","may","mon","427","1","999","0","nonexistent"
"173","telephone","may","mon","292","1","999","0","nonexistent"
"174","telephone","may","mon","192","1","999","0","nonexistent"
"175","telephone","may","mon","93","3","999","0","nonexistent"
"176","telephone","may","mon","128","2","999","0","nonexistent"
"177","telephone","may","mon","107","1","999","0","nonexistent"
"178","telephone","may","mon","303","2","999","0","nonexistent"
"179","telephone","may","mon","81","1","999","0","nonexistent"
"180","telephone","may","mon","270","1","999","0","nonexistent"
"181","telephone","may","mon","228","1","999","0","nonexistent"
"182","telephone","may","mon","240","1","999","0","nonexistent"
"183","telephone","may","mon","673","2","999","0","nonexistent"
"184","telephone","may","mon","233","3","999","0","nonexistent"
"185","telephone","may","mon","102","1","999","0","nonexistent"
"186","telephone","may","mon","461","1","999","0","nonexistent"
"187","telephone","may","mon","250","1","999","0","nonexistent"
"188","telephone","may","mon","130","1","999","0","nonexistent"
"189","telephone","may","mon","252","1","999","0","nonexistent"
"190","telephone","may","mon","138","1","999","0","nonexistent"
"191","telephone","may","mon","412","1","999","0","nonexistent"
"192","telephone","may","mon","179","2","999","0","nonexistent"
"193","telephone","may","mon","19","2","999","0","nonexistent"
"194","telephone","may","mon","228","2","999","0","nonexistent"
"195","telephone","may","mon","55","1","999","0","nonexistent"
"196","telephone","may","mon","717","1","999","0","nonexistent"
"197","telephone","may","mon","313","1","999","0","nonexistent"
"198","telephone","may","mon","289","1","999","0","nonexistent"
"199","telephone","may","mon","683","2","999","0","nonexistent"
"200","telephone","may","mon","1077","1","999","0","nonexistent"
"201","telephone","may","mon","146","2","999","0","nonexistent"
"202","telephone","may","mon","167","1","999","0","nonexistent"
"203","telephone","may","mon","356","2","999","0","nonexistent"
"204","telephone","may","mon","277","1","999","0","nonexistent"
"205","telephone","may","mon","172","1","999","0","nonexistent"
"206","telephone","may","mon","218","1","999","0","nonexistent"
"207","telephone","may","mon","217","1","999","0","nonexistent"
"208","telephone","may","mon","67","1","999","0","nonexistent"
"209","telephone","may","mon","291","1","999","0","nonexistent"
"210","telephone","may","mon","248","1","999","0","nonexistent"
"211","telephone","may","mon","256","1","999","0","nonexistent"
"212","telephone","may","mon","286","1","999","0","nonexistent"
"213","telephone","may","mon","477","1","999","0","nonexistent"
"214","telephone","may","mon","611","2","999","0","nonexistent"
"215","telephone","may","mon","471","1","999","0","nonexistent"
"216","telephone","may","mon","381","2","999","0","nonexistent"
"217","telephone","may","mon","251","1","999","0","nonexistent"
"218","telephone","may","mon","408","1","999","0","nonexistent"
"219","telephone","may","mon","287","1","999","0","nonexistent"
"220","telephone","may","mon","322","3","999","0","nonexistent"
"221","telephone","may","mon","216","2","999","0","nonexistent"
"222","telephone","may","mon","366","2","999","0","nonexistent"
"223","telephone","may","mon","210","1","999","0","nonexistent"
"224","telephone","may","mon","288","1","999","0","nonexistent"
"225","telephone","may","mon","168","1","999","0","nonexistent"
"226","telephone","may","mon","132","1","999","0","nonexistent"
"227","telephone","may","mon","64","2","999","0","nonexistent"
"228","telephone","may","mon","209","2","999","0","nonexistent"
"229","telephone","may","mon","410","3","999","0","nonexistent"
"230","telephone","may","mon","177","1","999","0","nonexistent"
"231","telephone","may","mon","580","2","999","0","nonexistent"
"232","telephone","may","mon","165","1","999","0","nonexistent"
"233","telephone","may","mon","127","2","999","0","nonexistent"
"234","telephone","may","mon","357","1","999","0","nonexistent"
"235","telephone","may","mon","175","1","999","0","nonexistent"
"236","telephone","may","mon","300","1","999","0","nonexistent"
"237","telephone","may","mon","136","1","999","0","nonexistent"
"238","telephone","may","mon","125","2","999","0","nonexistent"
"239","telephone","may","mon","189","2","999","0","nonexistent"
"240","telephone","may","mon","213","3","999","0","nonexistent"
"241","telephone","may","mon","238","2","999","0","nonexistent"
"242","telephone","may","mon","124","1","999","0","nonexistent"
"243","telephone","may","mon","18","1","999","0","nonexistent"
"244","telephone","may","mon","730","2","999","0","nonexistent"
"245","telephone","may","mon","40","1","999","0","nonexistent"
"246","telephone","may","mon","181","2","999","0","nonexistent"
"247","telephone","may","mon","79","1","999","0","nonexistent"
"248","telephone","may","mon","142","2","999","0","nonexistent"
"249","telephone","may","mon","389","1","999","0","nonexistent"
"250","telephone","may","mon","702","1","999","0","nonexistent"
"251","telephone","may","mon","151","1","999","0","nonexistent"
"252","telephone","may","mon","211","1","999","0","nonexistent"
"253","telephone","may","mon","117","1","999","0","nonexistent"
"254","telephone","may","mon","232","3","999","0","nonexistent"
"255","telephone","may","mon","408","2","999","0","nonexistent"
"256","telephone","may","mon","370","3","999","0","nonexistent"
"257","telephone","may","mon","179","2","999","0","nonexistent"
"258","telephone","may","mon","46","1","999","0","nonexistent"
"259","telephone","may","mon","200","1","999","0","nonexistent"
"260","telephone","may","mon","50","1","999","0","nonexistent"
"261","telephone","may","mon","181","1","999","0","nonexistent"
"262","telephone","may","mon","119","1","999","0","nonexistent"
"263","telephone","may","mon","361","1","999","0","nonexistent"
"264","telephone","may","mon","73","3","999","0","nonexistent"
"265","telephone","may","mon","67","2","999","0","nonexistent"
"266","telephone","may","mon","350","1","999","0","nonexistent"
"267","telephone","may","mon","150","2","999","0","nonexistent"
"268","telephone","may","mon","332","2","999","0","nonexistent"
"269","telephone","may","mon","611","2","999","0","nonexistent"
"270","telephone","may","mon","58","3","999","0","nonexistent"
"271","telephone","may","mon","151","1","999","0","nonexistent"
"272","telephone","may","mon","89","2","999","0","nonexistent"
"273","telephone","may","mon","152","1","999","0","nonexistent"
"274","telephone","may","mon","611","2","999","0","nonexistent"
"275","telephone","may","mon","110","2","999","0","nonexistent"
"276","telephone","may","mon","463","1","999","0","nonexistent"
"277","telephone","may","mon","962","1","999","0","nonexistent"
"278","telephone","may","mon","102","2","999","0","nonexistent"
"279","telephone","may","mon","10","4","999","0","nonexistent"
"280","telephone","may","mon","118","3","999","0","nonexistent"
"281","telephone","may","mon","92","2","999","0","nonexistent"
"282","telephone","may","mon","143","3","999","0","nonexistent"
"283","telephone","may","mon","189","3","999","0","nonexistent"
"284","telephone","may","mon","75","2","999","0","nonexistent"
"285","telephone","may","mon","189","2","999","0","nonexistent"
"286","telephone","may","mon","55","2","999","0","nonexistent"
"287","telephone","may","mon","935","3","999","0","nonexistent"
"288","telephone","may","mon","56","2","999","0","nonexistent"
"289","telephone","may","mon","5","2","999","0","nonexistent"
"290","telephone","may","mon","225","2","999","0","nonexistent"
"291","telephone","may","mon","125","2","999","0","nonexistent"
"292","telephone","may","mon","286","2","999","0","nonexistent"
"293","telephone","may","mon","206","2","999","0","nonexistent"
"294","telephone","may","mon","164","2","999","0","nonexistent"
"295","telephone","may","mon","98","2","999","0","nonexistent"
"296","telephone","may","mon","446","2","999","0","nonexistent"
"297","telephone","may","mon","742","2","999","0","nonexistent"
"298","telephone","may","mon","120","2","999","0","nonexistent"
"299","telephone","may","mon","122","3","999","0","nonexistent"
"300","telephone","may","mon","362","4","999","0","nonexistent"
"301","telephone","may","mon","357","2","999","0","nonexistent"
"302","telephone","may","mon","200","2","999","0","nonexistent"
"303","telephone","may","mon","107","2","999","0","nonexistent"
"304","telephone","may","mon","267","2","999","0","nonexistent"
"305","telephone","may","mon","248","2","999","0","nonexistent"
"306","telephone","may","mon","215","2","999","0","nonexistent"
"307","telephone","may","mon","209","2","999","0","nonexistent"
"308","telephone","may","mon","205","2","999","0","nonexistent"
"309","telephone","may","mon","261","3","999","0","nonexistent"
"310","telephone","may","mon","83","2","999","0","nonexistent"
"311","telephone","may","mon","106","3","999","0","nonexistent"
"312","telephone","may","mon","106","2","999","0","nonexistent"
"313","telephone","may","mon","108","2","999","0","nonexistent"
"314","telephone","may","mon","214","2","999","0","nonexistent"
"315","telephone","may","mon","358","2","999","0","nonexistent"
"316","telephone","may","mon","453","2","999","0","nonexistent"
"317","telephone","may","mon","364","2","999","0","nonexistent"
"318","telephone","may","mon","136","2","999","0","nonexistent"
"319","telephone","may","mon","173","2","999","0","nonexistent"
"320","telephone","may","mon","241","2","999","0","nonexistent"
"321","telephone","may","mon","224","3","999","0","nonexistent"
"322","telephone","may","mon","148","2","999","0","nonexistent"
"323","telephone","may","mon","230","2","999","0","nonexistent"
"324","telephone","may","mon","199","3","999","0","nonexistent"
"325","telephone","may","mon","196","2","999","0","nonexistent"
"326","telephone","may","mon","111","4","999","0","nonexistent"
"327","telephone","may","mon","231","3","999","0","nonexistent"
"328","telephone","may","mon","316","3","999","0","nonexistent"
"329","telephone","may","mon","240","2","999","0","nonexistent"
"330","telephone","may","mon","669","3","999","0","nonexistent"
"331","telephone","may","mon","425","2","999","0","nonexistent"
"332","telephone","may","mon","121","2","999","0","nonexistent"
"333","telephone","may","mon","174","5","999","0","nonexistent"
"334","telephone","may","mon","88","5","999","0","nonexistent"
"335","telephone","may","mon","313","3","999","0","nonexistent"
"336","telephone","may","mon","135","4","999","0","nonexistent"
"337","telephone","may","mon","152","2","999","0","nonexistent"
"338","telephone","may","mon","402","3","999","0","nonexistent"
"339","telephone","may","mon","221","2","999","0","nonexistent"
"340","telephone","may","mon","213","2","999","0","nonexistent"
"341","telephone","may","mon","144","3","999","0","nonexistent"
"342","telephone","may","mon","158","3","999","0","nonexistent"
"343","telephone","may","mon","220","3","999","0","nonexistent"
"344","telephone","may","mon","325","2","999","0","nonexistent"
"345","telephone","may","mon","254","2","999","0","nonexistent"
"346","telephone","may","mon","503","2","999","0","nonexistent"
"347","telephone","may","mon","680","2","999","0","nonexistent"
"348","telephone","may","mon","421","4","999","0","nonexistent"
"349","telephone","may","mon","130","3","999","0","nonexistent"
"350","telephone","may","mon","164","2","999","0","nonexistent"
"351","telephone","may","mon","174","3","999","0","nonexistent"
"352","telephone","may","mon","113","2","999","0","nonexistent"
"353","telephone","may","mon","195","2","999","0","nonexistent"
"354","telephone","may","mon","347","3","999","0","nonexistent"
"355","telephone","may","mon","208","2","999","0","nonexistent"
"356","telephone","may","mon","404","4","999","0","nonexistent"
"357","telephone","may","mon","396","2","999","0","nonexistent"
"358","telephone","may","mon","98","2","999","0","nonexistent"
"359","telephone","may","mon","229","3","999","0","nonexistent"
"360","telephone","may","mon","350","2","999","0","nonexistent"
"361","telephone","may","tue","88","3","999","0","nonexistent"
"362","telephone","may","tue","379","2","999","0","nonexistent"
"363","telephone","may","tue","168","3","999","0","nonexistent"
"364","telephone","may","tue","190","3","999","0","nonexistent"
"365","telephone","may","tue","158","1","999","0","nonexistent"
"366","telephone","may","tue","210","1","999","0","nonexistent"
"367","telephone","may","tue","102","1","999","0","nonexistent"
"368","telephone","may","tue","306","1","999","0","nonexistent"
"369","telephone","may","tue","64","1","999","0","nonexistent"
"370","telephone","may","tue","218","1","999","0","nonexistent"
"371","telephone","may","tue","77","1","999","0","nonexistent"
"372","telephone","may","tue","54","1","999","0","nonexistent"
"373","telephone","may","tue","344","1","999","0","nonexistent"
"374","telephone","may","tue","195","1","999","0","nonexistent"
"375","telephone","may","tue","202","1","999","0","nonexistent"
"376","telephone","may","tue","286","1","999","0","nonexistent"
"377","telephone","may","tue","278","1","999","0","nonexistent"
"378","telephone","may","tue","189","1","999","0","nonexistent"
"379","telephone","may","tue","83","1","999","0","nonexistent"
"380","telephone","may","tue","18","1","999","0","nonexistent"
"381","telephone","may","tue","184","2","999","0","nonexistent"
"382","telephone","may","tue","235","1","999","0","nonexistent"
"383","telephone","may","tue","290","1","999","0","nonexistent"
"384","telephone","may","tue","133","1","999","0","nonexistent"
"385","telephone","may","tue","318","1","999","0","nonexistent"
"386","telephone","may","tue","437","1","999","0","nonexistent"
"387","telephone","may","tue","402","1","999","0","nonexistent"
"388","telephone","may","tue","501","4","999","0","nonexistent"
"389","telephone","may","tue","1201","1","999","0","nonexistent"
"390","telephone","may","tue","1030","1","999","0","nonexistent"
"391","telephone","may","tue","253","1","999","0","nonexistent"
"392","telephone","may","tue","149","1","999","0","nonexistent"
"393","telephone","may","tue","144","1","999","0","nonexistent"
"394","telephone","may","tue","69","1","999","0","nonexistent"
"395","telephone","may","tue","243","1","999","0","nonexistent"
"396","telephone","may","tue","769","2","999","0","nonexistent"
"397","telephone","may","tue","135","3","999","0","nonexistent"
"398","telephone","may","tue","231","1","999","0","nonexistent"
"399","telephone","may","tue","442","2","999","0","nonexistent"
"400","telephone","may","tue","199","1","999","0","nonexistent"
"401","telephone","may","tue","455","1","999","0","nonexistent"
"402","telephone","may","tue","152","1","999","0","nonexistent"
"403","telephone","may","tue","124","1","999","0","nonexistent"
"404","telephone","may","tue","424","1","999","0","nonexistent"
"405","telephone","may","tue","43","1","999","0","nonexistent"
"406","telephone","may","tue","154","1","999","0","nonexistent"
"407","telephone","may","tue","393","1","999","0","nonexistent"
"408","telephone","may","tue","203","2","999","0","nonexistent"
"409","telephone","may","tue","140","2","999","0","nonexistent"
"410","telephone","may","tue","326","1","999","0","nonexistent"
"411","telephone","may","tue","483","1","999","0","nonexistent"
"412","telephone","may","tue","259","1","999","0","nonexistent"
"413","telephone","may","tue","227","1","999","0","nonexistent"
"414","telephone","may","tue","673","1","999","0","nonexistent"
"415","telephone","may","tue","576","1","999","0","nonexistent"
"416","telephone","may","tue","180","2","999","0","nonexistent"
"417","telephone","may","tue","90","1","999","0","nonexistent"
"418","telephone","may","tue","505","1","999","0","nonexistent"
"419","telephone","may","tue","245","1","999","0","nonexistent"
"420","telephone","may","tue","186","1","999","0","nonexistent"
"421","telephone","may","tue","208","1","999","0","nonexistent"
"422","telephone","may","tue","623","1","999","0","nonexistent"
"423","telephone","may","tue","180","1","999","0","nonexistent"
"424","telephone","may","tue","496","3","999","0","nonexistent"
"425","telephone","may","tue","118","1","999","0","nonexistent"
"426","telephone","may","tue","102","2","999","0","nonexistent"
"427","telephone","may","tue","342","1","999","0","nonexistent"
"428","telephone","may","tue","225","1","999","0","nonexistent"
"429","telephone","may","tue","185","3","999","0","nonexistent"
"430","telephone","may","tue","276","1","999","0","nonexistent"
"431","telephone","may","tue","87","1","999","0","nonexistent"
"432","telephone","may","tue","744","1","999","0","nonexistent"
"433","telephone","may","tue","262","1","999","0","nonexistent"
"434","telephone","may","tue","271","1","999","0","nonexistent"
"435","telephone","may","tue","141","1","999","0","nonexistent"
"436","telephone","may","tue","198","2","999","0","nonexistent"
"437","telephone","may","tue","150","1","999","0","nonexistent"
"438","telephone","may","tue","241","1","999","0","nonexistent"
"439","telephone","may","tue","196","1","999","0","nonexistent"
"440","telephone","may","tue","149","1","999","0","nonexistent"
"441","telephone","may","tue","264","1","999","0","nonexistent"
"442","telephone","may","tue","246","1","999","0","nonexistent"
"443","telephone","may","tue","309","2","999","0","nonexistent"
"444","telephone","may","tue","140","1","999","0","nonexistent"
"445","telephone","may","tue","175","1","999","0","nonexistent"
"446","telephone","may","tue","136","1","999","0","nonexistent"
"447","telephone","may","tue","1623","1","999","0","nonexistent"
"448","telephone","may","tue","50","1","999","0","nonexistent"
"449","telephone","may","tue","101","1","999","0","nonexistent"
"450","telephone","may","tue","144","1","999","0","nonexistent"
"451","telephone","may","tue","238","1","999","0","nonexistent"
"452","telephone","may","tue","354","1","999","0","nonexistent"
"453","telephone","may","tue","451","2","999","0","nonexistent"
"454","telephone","may","tue","159","1","999","0","nonexistent"
"455","telephone","may","tue","170","1","999","0","nonexistent"
"456","telephone","may","tue","243","1","999","0","nonexistent"
"457","telephone","may","tue","141","2","999","0","nonexistent"
"458","telephone","may","tue","112","1","999","0","nonexistent"
"459","telephone","may","tue","262","2","999","0","nonexistent"
"460","telephone","may","tue","53","1","999","0","nonexistent"
"461","telephone","may","tue","134","1","999","0","nonexistent"
"462","telephone","may","tue","204","4","999","0","nonexistent"
"463","telephone","may","tue","678","1","999","0","nonexistent"
"464","telephone","may","tue","182","1","999","0","nonexistent"
"465","telephone","may","tue","162","1","999","0","nonexistent"
"466","telephone","may","tue","177","1","999","0","nonexistent"
"467","telephone","may","tue","27","1","999","0","nonexistent"
"468","telephone","may","tue","699","3","999","0","nonexistent"
"469","telephone","may","tue","358","1","999","0","nonexistent"
"470","telephone","may","tue","1677","1","999","0","nonexistent"
"471","telephone","may","tue","529","1","999","0","nonexistent"
"472","telephone","may","tue","310","1","999","0","nonexistent"
"473","telephone","may","tue","47","1","999","0","nonexistent"
"474","telephone","may","tue","379","1","999","0","nonexistent"
"475","telephone","may","tue","30","2","999","0","nonexistent"
"476","telephone","may","tue","472","1","999","0","nonexistent"
"477","telephone","may","tue","113","1","999","0","nonexistent"
"478","telephone","may","tue","114","1","999","0","nonexistent"
"479","telephone","may","tue","116","1","999","0","nonexistent"
"480","telephone","may","tue","448","1","999","0","nonexistent"
"481","telephone","may","tue","264","1","999","0","nonexistent"
"482","telephone","may","tue","169","1","999","0","nonexistent"
"483","telephone","may","tue","145","1","999","0","nonexistent"
"484","telephone","may","tue","288","1","999","0","nonexistent"
"485","telephone","may","tue","381","1","999","0","nonexistent"
"486","telephone","may","tue","176","2","999","0","nonexistent"
"487","telephone","may","tue","215","1","999","0","nonexistent"
"488","telephone","may","tue","278","1","999","0","nonexistent"
"489","telephone","may","tue","188","2","999","0","nonexistent"
"490","telephone","may","tue","174","2","999","0","nonexistent"
"491","telephone","may","tue","226","2","999","0","nonexistent"
"492","telephone","may","tue","111","2","999","0","nonexistent"
"493","telephone","may","tue","157","2","999","0","nonexistent"
"494","telephone","may","tue","46","1","999","0","nonexistent"
"495","telephone","may","tue","49","1","999","0","nonexistent"
"496","telephone","may","tue","374","1","999","0","nonexistent"
"497","telephone","may","tue","349","1","999","0","nonexistent"
"498","telephone","may","tue","325","1","999","0","nonexistent"
"499","telephone","may","tue","233","2","999","0","nonexistent"
"500","telephone","may","tue","531","1","999","0","nonexistent"
"501","telephone","may","tue","153","1","999","0","nonexistent"
"502","telephone","may","tue","80","1","999","0","nonexistent"
"503","telephone","may","tue","198","1","999","0","nonexistent"
"504","telephone","may","tue","568","1","999","0","nonexistent"
"505","telephone","may","tue","918","1","999","0","nonexistent"
"506","telephone","may","tue","82","1","999","0","nonexistent"
"507","telephone","may","tue","198","3","999","0","nonexistent"
"508","telephone","may","tue","211","1","999","0","nonexistent"
"509","telephone","may","tue","120","1","999","0","nonexistent"
"510","telephone","may","tue","269","1","999","0","nonexistent"
"511","telephone","may","tue","128","1","999","0","nonexistent"
"512","telephone","may","tue","166","2","999","0","nonexistent"
"513","telephone","may","tue","211","1","999","0","nonexistent"
"514","telephone","may","tue","369","1","999","0","nonexistent"
"515","telephone","may","tue","91","1","999","0","nonexistent"
